State,Items Description,All,NIC-01,NIC-08,NIC-10,NIC-11,NIC-12,NIC-13,NIC-14,NIC-15,NIC-16,NIC-17,NIC-18,NIC-19,NIC-20,NIC-21,NIC-22,NIC-23,NIC-24,NIC-25,NIC-26,NIC-27,NIC-28,NIC-29,NIC-30,NIC-31,NIC-32,NIC-33,NIC-38,NIC-58,Other
Tamil Nadu,23. Gross Fixed Capital Formation,1328090,1004,124,204237,13458,5832,269988,83294,-1409366,5585,101980,29919,91511,67510,27523,160442,103660,74757,75102,35801,51691,220447,824952,50966,4477,27366,3102,2631,445,199653
Tamil Nadu,24. Addition in Stock of,-45129,-3064,-492,-19902,866,-367,-65080,36406,41654,102,38089,8866,-299951,42321,-25249,60558,20052,-60891,5867,5498,2786,66472,36533,51465,2778,-14607,640,447,-3130,26200
Tamil Nadu,"(a) Materials, Fuels etc.",-174267,-4064,-518,-54356,3490,1592,-62734,11882,29184,-509,19164,5832,-168743,-4701,-28298,55039,-919,-51054,-22761,8220,5160,38825,8827,24851,2131,-6919,-542,560,-3118,20210
Tamil Nadu,(b) Semi-Finished Goods,75865,-206,0,23015,-308,244,-7907,10987,1898,-86,201,1413,-32521,14894,6539,-1018,2344,-3963,6091,-601,-7155,31004,16122,22801,352,-9969,1468,47,0,177
Tamil Nadu, (c) Finished Goods,53273,1206,26,11439,-2316,-2203,5561,13537,10572,697,18724,1621,-98687,32128,-3490,6537,18627,-5874,22537,-2121,4781,-3357,11584,3813,295,2281,-286,-160,-12,5813
Tamil Nadu,25. Gross Capital Formation,1282962,-2060,-369,184335,14324,5465,204909,119700,-1367713,5687,140070,38785,-208439,109830,2275,221001,123712,13867,80970,41299,54477,286919,861485,102431,7255,12758,3742,3078,-2685,225852
Tamil Nadu,26. Income,7012331,14525,4164,400153,88694,78521,605520,514966,67324,19056,100874,76510,25999,190462,122795,289829,348160,265268,498514,408661,188033,793218,1372518,118142,18310,117953,9481,3823,9304,261552
Tamil Nadu,27. Profit,2156186,6289,1972,73062,44937,63662,96817,103671,-137614,3399,32265,34809,-39256,-15738,22121,127943,186631,87372,201851,117773,43658,339792,552755,18153,3142,52877,-6717,1062,3104,136395
Telangana,1. Number of Factories (no.),14427,460,NA,3868,98,92,225,66,52,174,486,278,98,528,570,1098,2263,531,1138,150,673,635,104,31,94,32,12,10,46,616
Telangana,2. Factories in Operation (no.),14068,460,NA,3757,97,92,225,59,52,174,486,271,98,521,558,1038,2204,526,1092,150,660,635,104,31,93,31,12,10,46,586
Telangana,3. Fixed Capital,5739296,218640,NA,443687,106152,44837,156346,16467,2873,6519,380950,42698,16235,287120,1079842,156419,889849,387980,171197,94513,322746,103943,58780,83546,19932,10030,1853,4042,110099,522000
Telangana,4. Physical Working Capital,3020495,205904,NA,410300,48425,71390,61562,9309,2355,6386,106752,11111,7232,71535,543990,93366,200320,246657,151764,93891,380514,76748,23827,86071,15895,26434,1812,258,4527,62160
Telangana,5. Working Capital,2797879,47147,NA,527963,96238,31426,24082,2580,-4,5242,112664,22095,10970,15936,667414,88209,145564,166939,75161,104679,296634,83711,24734,72128,22189,23876,20473,119,-4850,114561
Telangana,6. Invested Capital,8759792,424544,NA,853987,154578,116227,217908,25776,5228,12905,487702,53809,23467,358655,1623831,249785,1090169,634637,322961,188404,703260,180690,82608,169617,35828,36463,3665,4299,114626,584160
Telangana,7. Gross Value of Addition to Fixed Capital,952615,21588,NA,73774,12292,3620,11238,965,328,240,61961,9304,2062,76658,320600,28518,64875,140864,14841,9933,40522,10439,7973,17187,3022,1640,272,620,1093,16186
Telangana,8. Rent Paid for Fixed Assets,57656,1983,NA,5290,719,985,149,684,30,479,1253,2374,82,1625,3244,2939,9509,1723,2072,1305,2160,1080,78,264,808,737,257,49,426,15350
Telangana,9. Outstanding Loan,2568337,170904,NA,266229,17157,9391,86328,8222,1850,5580,31754,12615,10019,87853,219823,90019,273020,288816,63403,55183,399619,69004,6596,14713,5491,20551,396,827,251420,101553
Telangana,10. Interest Paid,348268,27236,NA,44519,1322,551,15578,1512,176,826,3702,1347,1118,12216,28065,14183,42604,28079,15768,11751,53537,10575,566,2269,1370,2933,62,179,491,25735
Telangana,11. Rent Received for Fixed Assets,6938,59,NA,3698,95,54,54,1,0,0,132,45,0,610,155,232,259,50,228,196,158,233,4,77,114,179,3,0,32,269
Telangana,12. Interest Received,54185,2746,NA,7534,70,188,577,34,7,46,299,1050,124,824,4742,1435,3721,5829,1349,5038,10230,2481,54,1972,1396,203,1456,0,262,522
Telangana,13. Gross Value of Plant & Machinary,5112047,119747,NA,295496,99522,39368,163127,10243,4739,3594,403066,52558,11236,215944,959803,197262,920786,438236,120470,75682,340216,110484,52240,73614,12959,7191,3103,3685,85206,292472
Telangana,14. Value of Product and By-Product,13676254,705853,NA,2202941,292168,228778,285033,22125,5375,16914,365857,97581,39389,523409,2720953,782921,1129697,903235,531522,292830,1286514,304798,273043,232115,139137,129463,2059,904,37005,124632
Telangana,15. Total Output,15975404,969362,NA,2469499,301463,239171,333665,35573,11990,17666,481803,135660,46490,579136,2861719,830260,1273438,1007146,616328,378910,1355770,371598,276338,260355,165013,146099,62312,8425,68596,671620
Telangana,16. Fuels Consumed,846013,26510,NA,64728,7501,2178,31347,752,651,1101,31932,4192,1462,46425,108763,41665,259209,150070,12340,4489,18861,8046,3712,5522,2059,664,357,352,2238,8888
Telangana,17. Materials Consumed,9222399,577380,NA,1861904,190930,94359,221116,14462,4410,12063,307827,84026,31100,361131,1343422,592120,420915,647679,405615,201918,911930,193489,245713,116173,103210,116760,2470,1222,37958,121098
Telangana,18. Total Inputs,12581544,871922,NA,2254843,230678,112980,288482,25523,10596,15037,382680,104268,39291,472143,1781311,676834,885392,928353,496559,272257,1093860,270181,265073,159287,143279,131371,50194,2827,45663,570661
Telangana,19. Gross Value Added,3393860,97440,NA,214656,70785,126191,45183,10050,1394,2629,99123,31392,7199,106993,1080408,153426,388046,78793,119769,106653,261910,101417,11265,101068,21734,14728,12118,5598,22933,100959
Telangana,20. Depreciation,510692,21609,NA,42968,13555,3750,13659,1913,516,585,26338,7185,1328,22847,94115,22516,71430,22292,17956,10199,40501,13392,4721,8689,2920,1224,433,1467,7931,34653
Telangana,21. Net Value Added,2883168,75831,NA,171688,57229,122441,31524,8137,877,2045,72785,24207,5872,84145,986293,130910,316615,56500,101814,96453,221409,88024,6543,92380,18814,13504,11685,4132,15003,66306
Telangana,22. Net Fixed Capital Formation,158994,-3305,NA,20523,-883,-553,-4809,-1353,-347,-498,-1091,1398,669,14542,167898,3332,-12676,17694,-5487,-400,-9950,-4487,3140,4847,-2912,571,-244,-846,-6876,-18903
Telangana,23. Gross Fixed Capital Formation,669686,18304,NA,63490,12672,3197,8850,560,169,87,25247,8584,1997,37389,262013,25848,58754,39986,12468,9800,30550,8905,7862,13536,8,1795,190,620,1054,15750
Telangana,24. Addition in Stock of,193933,-92623,NA,39814,-4760,11016,-4509,1071,-1693,1159,11978,925,-100,11972,125619,5358,2264,7080,18137,8471,23571,-2223,1186,22103,1006,7037,608,50,-3977,3391
Telangana,"(a) Materials, Fuels etc.",89984,-41962,NA,27233,-7135,-2479,-2719,201,388,1141,7287,1416,584,1978,69277,4645,126,2363,7211,2032,8246,-1625,2779,8495,776,59,371,27,-3993,3262
Telangana,(b) Semi-Finished Goods,89986,-1154,NA,-176,562,-12,159,335,-263,9,2767,18,-73,30,32783,674,7015,541,11074,5037,15290,-582,-58,13197,6,2694,129,0,0,-16
Telangana, (c) Finished Goods,13963,-49507,NA,12757,1813,13507,-1949,535,-1818,9,1924,-509,-611,9964,23559,39,-4877,4176,-148,1402,35,-16,-1535,411,224,4284,108,23,16,145
Telangana,25. Gross Capital Formation,863619,-74319,NA,103304,7913,14212,4341,1631,-1523,1246,37225,9509,1897,49361,387633,31206,61018,47067,30606,18270,54122,6682,9048,35638,1015,8832,798,670,-2923,19142
Telangana,26. Income,2538367,49417,NA,133111,55355,121146,16428,5975,678,786,68261,21582,4796,71738,959881,115455,268482,32577,85550,88631,176100,79084,5957,91897,18145,10216,12826,3904,14380,26012
Telangana,27. Profit,1322356,20496,NA,50527,30434,24646,-5852,-2633,-260,-4,36204,7029,969,21930,729715,66552,164880,-275,29532,35457,42079,18317,-8410,60373,5007,3013,10201,3564,2444,-23579
Tripura,1. Number of Factories (no.),548,NA,NA,65,10,14,3,NA,NA,6,13,NA,NA,10,NA,17,346,7,7,NA,8,NA,NA,NA,7,NA,NA,NA,NA,35
Tripura,2. Factories in Operation (no.),545,NA,NA,64,10,14,3,NA,NA,6,13,NA,NA,10,NA,17,346,7,7,NA,8,NA,NA,NA,7,NA,NA,NA,NA,33
Tripura,3. Fixed Capital,32428,NA,NA,13013,913,485,84,NA,NA,1748,390,NA,NA,357,NA,3625,4376,3878,201,NA,56,NA,NA,NA,524,NA,NA,NA,NA,2779
Tripura,4. Physical Working Capital,17489,NA,NA,5476,628,413,411,NA,NA,417,187,NA,NA,251,NA,822,3259,1111,269,NA,184,NA,NA,NA,224,NA,NA,NA,NA,3839
Tripura,5. Working Capital,2172,NA,NA,9184,412,550,-17837,NA,NA,-113,60,NA,NA,534,NA,2013,3686,728,281,NA,324,NA,NA,NA,62,NA,NA,NA,NA,2287
Tripura,6. Invested Capital,49917,NA,NA,18489,1541,898,495,NA,NA,2165,578,NA,NA,608,NA,4447,7635,4989,470,NA,240,NA,NA,NA,748,NA,NA,NA,NA,6615
Tripura,7. Gross Value of Addition to Fixed Capital,8179,NA,NA,3889,222,442,2,NA,NA,1714,17,NA,NA,2,NA,315,793,30,58,NA,0,NA,NA,NA,74,NA,NA,NA,NA,618
Tripura,8. Rent Paid for Fixed Assets,430,NA,NA,83,2,41,0,NA,NA,9,11,NA,NA,1,NA,10,195,29,5,NA,5,NA,NA,NA,2,NA,NA,NA,NA,38
Tripura,9. Outstanding Loan,17773,NA,NA,7625,444,6,105,NA,NA,66,294,NA,NA,74,NA,715,2270,1194,61,NA,495,NA,NA,NA,528,NA,NA,NA,NA,3897
Tripura,10. Interest Paid,2227,NA,NA,599,38,9,0,NA,NA,156,15,NA,NA,1,NA,142,154,105,5,NA,61,NA,NA,NA,54,NA,NA,NA,NA,889
Tripura,11. Rent Received for Fixed Assets,7,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,7
Tripura,12. Interest Received,200,NA,NA,42,0,6,55,NA,NA,1,1,NA,NA,0,NA,16,2,11,0,NA,4,NA,NA,NA,0,NA,NA,NA,NA,60
Tripura,13. Gross Value of Plant & Machinary,19299,NA,NA,5122,282,853,649,NA,NA,957,232,NA,NA,0,NA,6790,11,3723,0,NA,34,NA,NA,NA,375,NA,NA,NA,NA,271
Tripura,14. Value of Product and By-Product,122051,NA,NA,43671,5276,6659,531,NA,NA,512,338,NA,NA,665,NA,8850,33322,10274,1169,NA,380,NA,NA,NA,478,NA,NA,NA,NA,9924
Tripura,15. Total Output,151764,NA,NA,44573,5564,8824,542,NA,NA,530,937,NA,NA,686,NA,9078,33363,10453,1207,NA,583,NA,NA,NA,572,NA,NA,NA,NA,34851
Tripura,16. Fuels Consumed,14684,NA,NA,1979,33,23,100,NA,NA,41,16,NA,NA,4,NA,314,10867,1143,34,NA,12,NA,NA,NA,22,NA,NA,NA,NA,95
Tripura,17. Materials Consumed,56431,NA,NA,19705,2422,3564,414,NA,NA,310,505,NA,NA,337,NA,8328,4254,8064,884,NA,392,NA,NA,NA,289,NA,NA,NA,NA,6965
Tripura,18. Total Inputs,101151,NA,NA,23403,3369,4519,541,NA,NA,476,637,NA,NA,379,NA,9017,17225,9801,982,NA,486,NA,NA,NA,425,NA,NA,NA,NA,29891
Tripura,19. Gross Value Added,50613,NA,NA,21170,2195,4305,1,NA,NA,54,300,NA,NA,307,NA,61,16138,652,225,NA,97,NA,NA,NA,147,NA,NA,NA,NA,4960
Tripura,20. Depreciation,3451,NA,NA,1070,106,69,8,NA,NA,111,47,NA,NA,38,NA,416,617,612,8,NA,9,NA,NA,NA,78,NA,NA,NA,NA,263
Tripura,21. Net Value Added,47161,NA,NA,20100,2088,4237,-7,NA,NA,-56,254,NA,NA,269,NA,-355,15521,41,217,NA,87,NA,NA,NA,69,NA,NA,NA,NA,4697
Tripura,22. Net Fixed Capital Formation,1086,NA,NA,1834,116,76,-5,NA,NA,-268,-30,NA,NA,-36,NA,-226,150,-628,50,NA,-9,NA,NA,NA,-96,NA,NA,NA,NA,158
Tripura,23. Gross Fixed Capital Formation,4537,NA,NA,2904,222,144,2,NA,NA,-157,16,NA,NA,2,NA,190,768,-16,58,NA,0,NA,NA,NA,-18,NA,NA,NA,NA,421
Tripura,24. Addition in Stock of,731,NA,NA,1334,115,-841,193,NA,NA,393,85,NA,NA,-97,NA,-1560,316,48,-66,NA,50,NA,NA,NA,129,NA,NA,NA,NA,629
Tripura,"(a) Materials, Fuels etc.",-596,NA,NA,331,143,-810,200,NA,NA,58,49,NA,NA,-112,NA,-877,65,-12,-70,NA,41,NA,NA,NA,-52,NA,NA,NA,NA,447
Tripura,(b) Semi-Finished Goods,-534,NA,NA,35,0,0,-8,NA,NA,0,0,NA,NA,-3,NA,-382,77,-259,0,NA,5,NA,NA,NA,0,NA,NA,NA,NA,0
Tripura, (c) Finished Goods,1861,NA,NA,968,-28,-31,1,NA,NA,335,36,NA,NA,18,NA,-301,174,319,4,NA,4,NA,NA,NA,181,NA,NA,NA,NA,182
Tripura,25. Gross Capital Formation,5268,NA,NA,4237,338,-696,195,NA,NA,236,102,NA,NA,-94,NA,-1369,1084,32,-8,NA,50,NA,NA,NA,111,NA,NA,NA,NA,1051
Tripura,26. Income,44710,NA,NA,19461,2048,4193,48,NA,NA,-220,228,NA,NA,268,NA,-491,15175,-82,207,NA,25,NA,NA,NA,14,NA,NA,NA,NA,3836
Tripura,27. Profit,31664,NA,NA,18174,1904,3639,-1957,NA,NA,-337,42,NA,NA,188,NA,-956,8339,-355,154,NA,-14,NA,NA,NA,-44,NA,NA,NA,NA,2886
Uttar Pradesh,1. Number of Factories (no.),14867,NA,NA,1927,127,218,888,899,727,272,539,373,81,688,191,895,1255,689,1236,196,582,700,244,161,111,320,61,4,9,1476
Uttar Pradesh,2. Factories in Operation (no.),12327,NA,NA,1633,111,202,634,625,600,254,455,303,65,608,181,725,1064,561,1005,129,504,614,201,156,80,259,25,4,9,1322
Uttar Pradesh,3. Fixed Capital,10896835,NA,NA,2279025,406681,86552,335848,131462,205428,35165,334862,213050,951999,785622,90751,382094,826865,537068,211136,297144,372500,215692,425632,165151,65698,70039,12690,3176,1704,1453804
Uttar Pradesh,4. Physical Working Capital,6630483,NA,NA,2281150,152513,68424,158897,149123,208356,44965,149878,76538,270823,550605,108524,196611,140274,463375,182048,364604,233542,190626,165641,106892,31880,68917,3842,578,1094,260764
Uttar Pradesh,5. Working Capital,2452947,NA,NA,26989,43561,45479,132531,108497,129322,27309,76350,84860,-425869,688664,112940,156246,78072,-293262,237868,410966,108481,328025,-105952,53238,33789,13520,2308,-1796,2753,378059
Uttar Pradesh,6. Invested Capital,17527318,NA,NA,4560175,559194,154976,494745,280584,413784,80130,484740,289587,1222823,1336227,199274,578705,967139,1000443,393185,661749,606042,406318,591273,272043,97578,138955,16532,3754,2798,1714568
Uttar Pradesh,7. Gross Value of Addition to Fixed Capital,2218440,NA,NA,421960,85538,29363,46367,32070,55433,6718,59288,63919,505786,124640,14842,66715,77530,65219,28343,63616,38126,48838,149151,25646,12786,14298,553,73,377,181245
Uttar Pradesh,8. Rent Paid for Fixed Assets,104978,NA,NA,12587,1331,745,3737,8825,3763,1057,1640,1819,243,4947,2024,5491,1586,844,1550,25303,6686,4758,4759,3632,267,1796,194,2,47,5344
Uttar Pradesh,9. Outstanding Loan,6003946,NA,NA,1255445,99077,26901,253653,112213,73607,19432,217368,116931,7426,393633,25603,216225,241924,187506,91538,24371,1236822,68562,276325,151428,51785,197819,5871,466,1803,650211
Uttar Pradesh,10. Interest Paid,931066,NA,NA,242050,15707,3415,29250,15631,19798,4200,34646,11762,11471,89871,6639,40478,19544,135456,20326,5800,66609,16592,19107,20117,6959,10522,659,290,297,83870
Uttar Pradesh,11. Rent Received for Fixed Assets,13635,NA,NA,1659,22,36,1010,1895,762,6,54,121,264,405,267,211,584,604,376,1745,1101,684,309,573,12,31,0,0,0,905
Uttar Pradesh,12. Interest Received,120623,NA,NA,16418,2312,426,2401,2213,3805,134,1780,714,1360,4572,2978,2840,1076,19626,3246,20902,3301,9447,3897,3794,327,1622,222,3,16,11192
Uttar Pradesh,13. Gross Value of Plant & Machinary,11746383,NA,NA,2188586,330457,111746,247582,50934,109303,29985,424470,215113,1236305,1390937,95053,436565,780966,750763,95211,670177,327799,149052,524324,205117,31494,38426,13760,1282,1516,1289460
Uttar Pradesh,14. Value of Product and By-Product,37289832,NA,NA,8602994,805825,694911,717122,915224,1024677,117878,942138,377382,5062291,3284698,368413,1390398,900289,3100724,1123372,2008902,959299,818013,2070935,739436,177245,275394,7900,103,4519,799751
Uttar Pradesh,15. Total Output,42309844,NA,NA,9489786,884487,702706,802597,1010956,1160597,139507,992266,498410,5083531,3412604,452456,1469319,1010766,3316606,1241994,2934974,1118117,953843,2139573,802139,185366,515687,27579,1428,8329,1954220
Uttar Pradesh,16. Fuels Consumed,2187900,NA,NA,262096,46483,7868,55263,22462,28718,8192,158966,12807,274122,316054,16605,83474,149901,473123,34785,30806,22599,20171,33436,23229,4458,8134,341,385,240,93185
Uttar Pradesh,17. Materials Consumed,28765905,NA,NA,7701273,501732,329655,526917,537759,769557,80051,663030,298614,4449670,2329304,231999,1083791,491567,2307036,844957,1420810,745889,582886,1531003,582532,125350,166129,7508,66,3992,452827
Uttar Pradesh,18. Total Inputs,37004244,NA,NA,8887234,691294,361407,702986,783217,965306,106093,878824,366474,4951287,2883194,337816,1290197,798771,3022787,1020697,2528253,944021,740732,1865773,697730,151229,441249,20105,1065,5422,1561081
Uttar Pradesh,19. Gross Value Added,5305600,NA,NA,602552,193193,341299,99611,227739,195291,33414,113442,131936,132244,529410,114640,179122,211995,293819,221297,406721,174096,213111,273800,104409,34137,74438,7474,363,2907,393139
Uttar Pradesh,20. Depreciation,930876,NA,NA,157639,41954,13533,44686,19010,24147,4945,32737,24180,35653,61324,12436,54784,40787,41801,21754,61942,32959,26082,62476,21736,6280,9185,2291,305,299,75952
Uttar Pradesh,21. Net Value Added,4374723,NA,NA,444913,151240,327765,54925,208730,171144,28470,80705,107756,96591,468086,102205,124339,171208,252018,199543,344779,141136,187029,211325,82673,27857,65252,5183,58,2608,317187
Uttar Pradesh,22. Net Fixed Capital Formation,538692,NA,NA,228072,9756,138,-13283,11044,22795,1915,-1681,29572,216124,13330,-1531,-3605,227,-10547,4371,-2505,-5347,13661,19673,-3165,5988,3348,-1820,-280,18,2425
Uttar Pradesh,23. Gross Fixed Capital Formation,1469569,NA,NA,385710,51710,13672,31403,30054,46942,6860,31057,53752,251776,74653,10905,51178,41014,31254,26125,59436,27613,39744,82148,18571,12268,12533,471,26,316,78377
Uttar Pradesh,24. Addition in Stock of,316059,NA,NA,-63091,18082,3558,-21871,11423,35427,5219,24171,8699,-111778,246301,4642,27654,14439,19019,20787,-15980,4484,9768,27235,7807,3390,-4614,-52,236,-118,41218
Uttar Pradesh,"(a) Materials, Fuels etc.",373044,NA,NA,19720,9016,8454,3299,4167,16945,88,20484,263,-21657,252605,3710,14962,3771,17328,6864,-19710,-12558,2716,-1369,3395,3516,-4033,-65,193,-53,40993
Uttar Pradesh,(b) Semi-Finished Goods,-15889,NA,NA,-2858,-59,-128,-11905,4357,9273,220,565,1294,-40204,6374,407,8446,4616,-8745,7639,-7300,12429,2468,-1502,210,-1901,368,13,0,-10,42
Uttar Pradesh, (c) Finished Goods,-41096,NA,NA,-79953,9125,-4768,-13265,2899,9209,4911,3122,7142,-49917,-12678,525,4246,6052,10436,6284,11030,4613,4584,30106,4202,1775,-949,0,43,-55,183
Uttar Pradesh,25. Gross Capital Formation,1785627,NA,NA,322619,69792,17230,9533,41477,82369,12080,55228,62451,139998,320954,15548,78832,55454,50274,46913,43456,32097,49512,109382,26378,15657,7919,419,261,198,119595
Uttar Pradesh,26. Income,3472938,NA,NA,208354,136535,324066,25348,188380,152151,23352,46253,95011,86501,378243,96787,81422,151738,135949,181289,336323,72242,175810,191664,63290,20970,54587,4552,-232,2280,240070
Uttar Pradesh,27. Profit,1427332,NA,NA,-80641,97082,299768,-46533,44575,48452,11668,11036,47123,17785,250830,51091,-5409,86272,35829,91694,160220,-26841,77454,70369,-5009,6377,15692,696,-443,1076,167119
Uttarakhand,1. Number of Factories (no.),2987,NA,NA,367,17,3,51,12,55,39,185,25,NA,240,317,381,86,113,158,76,305,76,263,81,15,50,NA,NA,NA,73
Uttarakhand,2. Factories in Operation (no.),2572,NA,NA,298,15,3,50,11,50,39,167,25,NA,217,303,274,77,101,135,68,229,71,236,74,15,44,NA,NA,NA,71
Uttarakhand,3. Fixed Capital,5104228,NA,NA,256747,44756,884,190278,7783,22953,76693,533648,10276,NA,373345,378172,380115,192040,120984,69458,103928,216447,164653,583353,224508,5601,29324,NA,NA,NA,1118281
Uttarakhand,4. Physical Working Capital,2107937,NA,NA,196677,8318,1975,78669,4033,27506,28796,146593,3020,NA,188895,186739,231965,78975,84293,78523,90654,148092,234702,136411,61939,3803,50882,NA,NA,NA,36478
Uttarakhand,5. Working Capital,1317403,NA,NA,27009,3457,2589,73615,1932,19162,33663,113448,5986,NA,-108591,-96588,155270,63961,88352,65890,53191,184269,322216,80406,-45275,2323,32438,NA,NA,NA,238679
Uttarakhand,6. Invested Capital,7212165,NA,NA,453424,53074,2859,268948,11816,50460,105489,680240,13296,NA,562240,564911,612080,271015,205277,147980,194582,364539,399356,719764,286446,9404,80206,NA,NA,NA,1154759
Uttarakhand,7. Gross Value of Addition to Fixed Capital,631461,NA,NA,64976,22118,174,5686,1086,3837,6014,55589,3071,NA,55843,129043,78763,9978,18212,7404,8541,27493,22078,57145,29647,202,3773,NA,NA,NA,20785
Uttarakhand,8. Rent Paid for Fixed Assets,20361,NA,NA,2084,263,2,292,15,680,223,549,336,NA,1648,2515,2775,1059,352,415,1048,1090,1450,842,309,73,224,NA,NA,NA,2118
Uttarakhand,9. Outstanding Loan,1358043,NA,NA,147102,9374,514,92003,13808,14642,61891,142611,2582,NA,105000,146299,116205,56624,45114,21790,77549,40429,8164,47250,14996,1691,5085,NA,NA,NA,187322
Uttarakhand,10. Interest Paid,309711,NA,NA,28185,894,120,18624,427,1938,7008,30514,453,NA,25278,29623,30057,13953,7309,7530,11229,15434,5339,10233,6725,486,3007,NA,NA,NA,55346
Uttarakhand,11. Rent Received for Fixed Assets,4412,NA,NA,1704,0,0,3,0,0,1,190,7,NA,1791,115,170,34,28,12,65,10,68,89,5,73,7,NA,NA,NA,39
Uttarakhand,12. Interest Received,24586,NA,NA,921,211,2,490,46,118,200,2837,12,NA,2942,2087,2307,404,2764,1195,1056,849,4028,958,331,76,111,NA,NA,NA,641
Uttarakhand,13. Gross Value of Plant & Machinary,5004915,NA,NA,244579,42237,0,172943,1315,11057,73227,604869,8753,NA,384915,275592,417973,204644,110131,39414,87461,153098,219514,542285,210354,2841,20277,NA,NA,NA,1177436
Uttarakhand,14. Value of Product and By-Product,17776872,NA,NA,968121,57773,3699,237383,15807,138170,179150,820541,32559,NA,2325510,1103793,1545685,456743,1644583,329480,865098,1198961,1030386,2209750,1993251,40333,286364,NA,NA,NA,293731
Uttarakhand,15. Total Output,18984940,NA,NA,1022610,60956,3701,256361,18490,140576,185543,846646,42929,NA,2609193,1140278,1604267,460891,1689155,336507,903372,1220615,1115663,2244254,2028653,40467,296896,NA,NA,NA,716917
Uttarakhand,16. Fuels Consumed,546220,NA,NA,36126,3289,196,15134,267,1702,12446,128258,812,NA,62093,25419,60586,54108,56687,6386,4636,14743,10169,23227,21341,529,2021,NA,NA,NA,6046
Uttarakhand,17. Materials Consumed,11931929,NA,NA,705618,39678,3508,187380,8842,98575,105889,558282,24783,NA,1591493,676256,1085071,298538,932360,265166,668682,846588,641494,1431661,1525164,23207,208076,NA,NA,NA,5620
Uttarakhand,18. Total Inputs,14337076,NA,NA,838487,50894,3955,223146,14847,109159,138676,726845,28758,NA,1982251,824910,1279158,374212,1060393,287657,727005,924637,787535,1598029,1645248,24872,218392,NA,NA,NA,468008
Uttarakhand,19. Gross Value Added,4647864,NA,NA,184123,10062,-254,33215,3643,31417,46867,119801,14171,NA,626942,315368,325109,86679,628762,48850,176367,295978,328128,646225,383405,15595,78504,NA,NA,NA,248909
Uttarakhand,20. Depreciation,486217,NA,NA,26286,2831,85,14352,1118,2323,9572,36776,1419,NA,36438,35547,57866,18197,9115,7331,9026,23617,30351,57049,33640,592,4055,NA,NA,NA,68629
Uttarakhand,21. Net Value Added,4161647,NA,NA,157837,7231,-339,18863,2526,29094,37295,83025,12751,NA,590503,279821,267243,68482,619647,41520,167341,272360,297777,589175,349765,15003,74448,NA,NA,NA,180280
Uttarakhand,22. Net Fixed Capital Formation,-199705,NA,NA,22691,13272,89,-24603,-216,918,-5958,3000,1514,NA,-15233,82424,-151611,-11803,2880,43,-7268,-5191,-10147,-23651,-8774,-919,-337,NA,NA,NA,-60824
Uttarakhand,23. Gross Fixed Capital Formation,286513,NA,NA,48977,16103,174,-10251,902,3240,3615,39776,2933,NA,21205,117971,-93745,6394,11995,7374,1759,18426,20204,33398,24866,-327,3718,NA,NA,NA,7805
Uttarakhand,24. Addition in Stock of,-15736,NA,NA,-31108,974,374,-45696,89,2717,-3429,11477,24,NA,-5720,10530,-2716,2095,-1325,11386,2477,24092,-18499,3968,7940,-389,14372,NA,NA,NA,629
Uttarakhand,"(a) Materials, Fuels etc.",-21637,NA,NA,-5518,-153,-5,-28381,64,318,-910,6033,169,NA,-4392,5061,-12930,-15067,1552,6777,7772,12415,-8230,7249,5703,-408,621,NA,NA,NA,622
Uttarakhand,(b) Semi-Finished Goods,-14873,NA,NA,509,87,-423,-12336,-196,-1937,-529,1395,-127,NA,1221,3708,-3774,-392,-3062,1090,-2379,3863,-3194,1161,563,-434,312,NA,NA,NA,0
Uttarakhand, (c) Finished Goods,20774,NA,NA,-26099,1040,802,-4979,221,4336,-1990,4049,-18,NA,-2549,1761,13988,17554,185,3519,-2916,7814,-7075,-4442,1674,453,13439,NA,NA,NA,7
Uttarakhand,25. Gross Capital Formation,270778,NA,NA,17869,17077,547,-55946,991,5958,186,51253,2957,NA,15485,128501,-96460,8489,10670,18761,4236,42518,1705,37366,32807,-715,18089,NA,NA,NA,8434
Uttarakhand,26. Income,3860572,NA,NA,130193,6285,-460,440,2130,26594,30265,54989,11981,NA,568310,249885,236888,53907,614778,34782,156185,256696,295085,579147,343067,14592,71337,NA,NA,NA,123497
Uttarakhand,27. Profit,3046643,NA,NA,76949,2370,-738,-12760,473,14725,23406,18274,7129,NA,511104,145414,153471,35297,592749,13937,125998,199061,201189,489621,290351,12333,59748,NA,NA,NA,86540
West Bengal,1. Number of Factories (no.),9112,NA,NA,1720,87,604,496,191,570,207,224,204,91,291,158,533,315,728,665,55,414,514,89,192,42,76,35,6,13,594
West Bengal,2. Factories in Operation (no.),7878,NA,NA,1584,77,344,408,167,460,176,224,162,73,248,158,449,273,627,597,55,390,442,89,192,38,76,33,4,11,522
West Bengal,3. Fixed Capital,8626799,NA,NA,627142,448981,61954,294613,56865,85026,30198,99926,30775,675570,647970,28356,162915,326135,3802243,189616,31242,196391,158919,26010,192773,13064,175309,4387,3270,49286,207864
