State,Items Description,All,NIC-01,NIC-08,NIC-10,NIC-11,NIC-12,NIC-13,NIC-14,NIC-15,NIC-16,NIC-17,NIC-18,NIC-19,NIC-20,NIC-21,NIC-22,NIC-23,NIC-24,NIC-25,NIC-26,NIC-27,NIC-28,NIC-29,NIC-30,NIC-31,NIC-32,NIC-33,NIC-38,NIC-58,Other
Gujrat,7. Gross Value of Addition to Fixed Capital,11474550,12268,14751,335249,7115,4148,473817,6680,758,9089,84771,23054,3557067,1773941,548441,280932,296149,2633004,95539,24544,86467,146509,83983,97456,1772,56438,5261,15769,2837,796741
Gujrat,8. Rent Paid for Fixed Assets,146255,1257,458,7446,818,332,5300,962,126,607,1622,2705,9021,17739,5692,4517,10328,3847,3435,2693,1946,40181,1718,2994,408,7004,312,459,380,11947
Gujrat,9. Outstanding Loan,15642018,135351,25423,1108009,39958,41780,1549346,54908,341,55249,265930,20363,1204410,1579149,762040,391693,906949,2227141,450604,139112,286120,555544,59487,526493,15497,244104,18521,111406,944,2866145
Gujrat,10. Interest Paid,2587022,44579,7135,128816,122,5794,233537,4440,161,8684,39824,1812,337155,251749,62793,59751,160350,341969,74865,20412,45004,84917,12852,110057,1983,198800,3108,7853,505,337994
Gujrat,11. Rent Received for Fixed Assets,21261,177,7,2509,50,99,1194,1341,3,62,175,105,46,3381,494,450,1761,2620,1623,437,516,1960,32,5,198,204,76,843,21,870
Gujrat,12. Interest Received,312599,2879,496,28569,872,2143,20074,269,15,1003,2799,1021,64924,26915,12284,6243,8814,42584,15282,3077,6742,29107,1969,5594,98,2343,226,9959,188,16108
Gujrat,13. Gross Value of Plant & Machinary,46394311,38595,85317,1026633,45273,26573,2714923,26407,3172,62500,458802,221665,13079822,9536496,1075839,959451,2849323,5492165,761709,367918,461855,1090335,555982,416890,5367,180726,16511,79366,10595,4744101
Gujrat,14. Value of Product and By-Product,115087466,1427717,124424,7892444,98217,167402,4705686,166596,15968,201377,891845,164624,47142078,15186379,2542854,2212257,3114020,6530940,1795293,242057,1343843,3899771,465028,227194,61129,8808896,8433,472501,44007,5134486
Gujrat,15. Total Output,127012504,2466392,141643,8794548,99431,177832,6234852,196965,16901,223854,933401,307906,47476926,16377573,3085510,2359262,3330604,6996852,2120565,459086,1676321,4669018,509874,295499,64308,9964008,108703,517873,50767,7356028
Gujrat,16. Fuels Consumed,4556321,15968,17338,189730,6906,2253,574621,3906,291,13775,107889,7389,213981,1289286,120027,98773,901183,678701,65900,13462,32890,71287,24721,7827,811,18419,1007,9858,378,67745
Gujrat,17. Materials Consumed,85518571,1365148,19755,7056962,51720,131868,3724340,116406,8534,139330,645914,229938,33573239,10419271,1407105,1529330,1412265,5093009,1354465,142607,1016610,2446494,351593,157652,45741,7980596,8096,448961,27350,4614272
Gujrat,18. Total Inputs,107367379,2388503,91553,8267324,73131,152214,5229971,160885,9881,180230,855781,261706,37803630,14066980,2275972,1877759,2722016,6460065,1766790,372958,1434187,3578828,516139,257305,52335,9199028,74560,497938,33328,6706383
Gujrat,19. Gross Value Added,19645125,77889,50090,527224,26300,25618,1004881,36080,7020,43624,77620,46200,9673296,2310593,809538,481503,608588,536787,353775,86128,242134,1090190,-6265,38194,11973,764980,34143,19935,17439,649645
Gujrat,20. Depreciation,2678317,12383,15536,122228,4463,2680,221909,3890,710,7074,33472,21853,514440,488049,131498,81935,180397,188111,78660,27678,52130,143885,45713,30641,1687,41019,3864,10588,1344,210480
Gujrat,21. Net Value Added,16966808,65506,34553,404996,21837,22939,782973,32190,6311,36550,44148,24348,9158856,1822544,678040,399569,428190,348675,275115,58450,190004,946305,-51978,7553,10286,723961,30279,9347,16094,439165
Gujrat,22. Net Fixed Capital Formation,7286599,-829,-10764,117339,2566,1027,150498,1699,-24,531,15832,-284,3086057,686159,385225,158358,49980,2455822,-15337,-5186,29838,-17839,36934,62676,-1011,7882,-1397,2218,1632,86999
Gujrat,23. Gross Fixed Capital Formation,9964916,11554,4772,239566,7030,3707,372407,5589,686,7605,49304,21569,3600497,1174208,516722,240293,230377,2643933,63323,22492,81968,126045,82647,93317,676,48901,2468,12806,2977,297479
Gujrat,24. Addition in Stock of,-967020,10149,19005,109823,210,3537,-39220,-2663,978,-1603,19075,-19024,-1158698,121160,93237,25641,-48409,-132347,77870,-685,12570,-51001,-1339,-3288,1245,71451,2358,-67252,2161,-11966
Gujrat,"(a) Materials, Fuels etc.",-1031391,18289,140,29309,32,3256,-45248,-2298,648,-3548,17809,-19507,-889803,119336,48630,21542,-68348,-28899,58266,-2541,9778,-79452,-1868,4159,843,-135849,1953,-70125,189,-18086
Gujrat,(b) Semi-Finished Goods,-80753,1809,574,28453,-6,1010,1096,-215,209,1,1103,65,-272617,48543,27277,-584,-6398,-56369,31779,596,-24313,10126,-1928,-7625,502,128006,369,2330,-905,6358
Gujrat, (c) Finished Goods,145124,-9949,18291,52061,184,-729,4932,-150,121,1944,163,418,3722,-46719,17330,4683,26337,-47079,-12175,1260,27105,18325,2457,178,-100,79294,36,543,2877,-238
Gujrat,25. Gross Capital Formation,8997896,21702,23777,349389,7240,7244,333187,2926,1663,6002,68379,2545,2441799,1295368,609960,265934,181967,2511586,141193,21807,94538,75045,81308,90030,1922,120353,4826,-54446,5138,285514
Gujrat,26. Income,14567391,22726,27464,299812,21820,19055,565405,28397,6042,28325,5677,20956,8877650,1583353,622334,341993,268086,48063,213720,38860,150311,852275,-64546,-99899,8191,520704,27161,11837,15419,106202
Gujrat,27. Profit,10794606,14264,20750,100580,11933,12718,101575,4340,3333,14771,-41845,-9942,8727003,927625,306192,212972,34412,-152790,75716,-3838,48427,353508,-127355,-142437,2503,294050,2387,4183,10698,-11127
Haryana,1. Number of Factories (no.),8243,86,NA,802,78,20,915,503,247,374,135,58,33,258,97,311,1263,342,726,80,252,444,625,134,40,92,18,6,3,304
Haryana,2. Factories in Operation (no.),6611,80,NA,632,77,15,776,308,205,258,114,51,22,234,76,230,1002,287,565,72,186,378,554,123,39,88,16,4,2,220
Haryana,3. Fixed Capital,8794812,13503,NA,578724,189033,1737,348955,219863,113056,23499,132229,57383,5693,289924,90654,312046,322648,510978,378062,106913,226945,414766,3099825,438858,6552,97296,4939,136,2940,807658
Haryana,4. Physical Working Capital,4795509,65033,NA,1247204,39277,4508,242470,174500,107047,39283,50904,15087,9655,171575,89297,103805,92254,306097,325157,87480,176265,283340,811606,167952,5471,76339,5180,58,615,98049
Haryana,5. Working Capital,2478618,37424,NA,55985,3897,6171,253473,149556,-2306,28691,23839,13277,9576,311738,66124,156352,190726,114272,322777,107487,162893,283703,-72897,168887,2808,28103,3134,18,1262,51647
Haryana,6. Invested Capital,13590321,78536,NA,1825928,228310,6245,591425,394364,220102,62782,183133,72469,15348,461499,179951,415851,414902,817074,703219,194393,403210,698106,3911431,606810,12024,173635,10119,194,3555,905707
Haryana,7. Gross Value of Addition to Fixed Capital,1762096,844,NA,67444,68680,666,70750,35676,20935,6980,31487,8984,771,22728,16387,120927,65016,93630,71167,28991,50890,52651,726754,127295,569,24711,445,57,14,46647
Haryana,8. Rent Paid for Fixed Assets,83692,173,NA,5928,1266,104,3073,7708,3521,381,1617,344,23,3662,839,2439,2589,1286,2846,6952,3838,5238,18334,6261,400,1178,102,2,163,3425
Haryana,9. Outstanding Loan,3024664,24877,NA,368637,92294,4619,151453,152437,61182,19652,28624,26871,9418,28164,23412,91032,151344,182498,200332,65942,78549,88331,562861,125237,4647,31043,3413,63,0,447733
Haryana,10. Interest Paid,709633,7445,NA,155942,9977,585,39254,26342,13282,3950,7220,3857,1869,15491,9205,15897,15853,98959,48807,6502,19048,22483,114369,19698,519,3730,717,15,144,48469
Haryana,11. Rent Received for Fixed Assets,15410,13,NA,150,308,16,854,1971,136,46,313,2,2,276,44,152,266,262,772,191,1919,514,5730,529,141,96,0,0,0,708
Haryana,12. Interest Received,117624,403,NA,12473,563,14,3241,3825,1061,175,367,141,255,2298,1591,5059,1377,13984,6831,1522,6372,17293,22596,11358,99,605,33,0,0,4085
Haryana,13. Gross Value of Plant & Machinary,9087933,2591,NA,421121,163443,1762,277646,106352,93668,14420,128031,82376,2731,287068,84331,288359,303837,582522,327771,162670,235123,319479,3812148,565814,1558,111873,1852,0,3458,705929
Haryana,14. Value of Product and By-Product,31272950,392768,NA,3465259,264544,10523,1265304,792915,443957,143411,262406,129986,75721,1002321,279685,813990,480744,4871444,1332209,381981,1022560,1389512,8730281,3036093,18260,307114,13457,165,1457,344885
Haryana,15. Total Output,36748456,436824,NA,4331081,313092,10553,1444207,879851,462516,153612,329732,140712,78245,1144328,386873,966911,513510,5744205,1583703,548138,1131959,1664182,9576485,3287664,20818,323378,28411,196,5860,1241408
Haryana,16. Fuels Consumed,1081530,6890,NA,72781,22849,827,92107,27247,16027,8483,24106,5395,856,89253,11245,45495,95527,138670,55802,10359,20118,26626,236456,56039,493,12140,772,11,133,4826
Haryana,17. Materials Consumed,23911193,368672,NA,3291144,176011,7500,909787,403614,304087,108002,130682,97516,61437,628235,170248,570946,223781,4328849,988909,289555,717399,1005286,6380878,2247235,11389,206652,10756,79,4188,268356
Haryana,18. Total Inputs,30870149,420791,NA,4270684,253370,8733,1211847,642933,371596,131873,280634,116044,69586,913445,302217,794644,389810,4748391,1306638,376209,890606,1331350,7920068,2704939,16026,264850,24205,138,5736,1102787
Haryana,19. Gross Value Added,5878307,16033,NA,60397,59722,1820,232360,236918,90920,21739,49098,24668,8659,230883,84656,172267,123700,995814,277065,171929,241353,332832,1656417,582725,4792,58528,4206,58,124,138621
Haryana,20. Depreciation,998739,1824,NA,52414,14624,246,34855,27419,15321,2865,9880,8628,743,26107,10620,32877,23328,36931,51264,22172,30218,35627,436387,66529,840,12333,576,13,504,43593
Haryana,21. Net Value Added,4879568,14209,NA,7983,45099,1574,197506,209499,75598,18874,39218,16040,7915,204776,74036,139390,100371,958883,225801,149757,211135,297206,1220031,516195,3953,46195,3631,45,-380,95028
Haryana,22. Net Fixed Capital Formation,394199,-2787,NA,-1449,34504,278,23971,-1141,2762,3930,12616,-3795,-15,-8391,6131,75619,18005,44292,4166,3452,15237,7491,146964,12044,-421,654,-228,43,-808,1074
Haryana,23. Gross Fixed Capital Formation,1392938,-962,NA,50965,49128,524,58827,26278,18083,6796,22496,4833,728,17716,16752,108496,41333,81222,55431,25624,45455,43118,583351,78573,418,12987,347,56,-304,44667
Haryana,24. Addition in Stock of,121082,-11080,NA,-163926,1124,-523,69,17036,9181,-6014,2873,1272,-297,4732,10342,-5156,9804,-4871,39170,18858,7081,5457,149784,6206,593,9320,81,39,129,19795
Haryana,"(a) Materials, Fuels etc.",-4984,-6630,NA,-123158,1292,-217,774,6517,7684,-7893,109,441,-549,4958,7154,-3101,3114,-9711,16981,7778,3802,-12961,78249,417,600,6911,271,10,129,12044
Haryana,(b) Semi-Finished Goods,80369,-75,NA,-1011,-486,-37,-543,9276,-51,2107,1545,622,-214,-1442,62,-441,1164,10315,14475,7886,4080,16615,10934,-1930,10,1328,-249,0,0,6428
Haryana, (c) Finished Goods,45697,-4375,NA,-39757,318,-269,-162,1243,1548,-228,1219,209,466,1216,3126,-1614,5526,-5475,7714,3194,-801,1803,60601,7719,-17,1081,59,29,0,1323
Haryana,25. Gross Capital Formation,1514020,-12041,NA,-112961,50252,1,58896,43314,27264,782,25370,6105,431,22447,27094,103340,51138,76352,94600,44482,52536,48575,733136,84779,1012,22307,429,95,-175,64462
Haryana,26. Income,4219277,7007,NA,-141264,34727,915,159273,181245,59991,14763,31061,11981,6280,188198,65628,126265,83572,872885,181751,138016,196539,287292,1115654,502124,3274,41987,2845,28,-687,47927
Haryana,27. Profit,2277341,2200,NA,-231371,20007,220,62127,21085,11708,6908,14045,-371,3678,137687,34140,72168,18885,809318,93288,50986,114826,128687,584046,296817,361,12142,170,17,-1935,15506
Himachal Pradesh,1. Number of Factories (no.),2784,NA,NA,140,28,7,111,6,59,14,224,50,4,200,458,240,80,156,111,162,423,73,69,30,18,23,NA,NA,NA,101
Himachal Pradesh,2. Factories in Operation (no.),2362,NA,NA,124,28,5,108,5,43,13,184,50,4,192,409,179,63,124,98,91,347,73,54,30,18,23,NA,NA,NA,100
Himachal Pradesh,3. Fixed Capital,4875483,NA,NA,217902,9168,718,283365,5071,23350,16370,74836,46361,19553,322059,861886,108574,421010,66639,81529,27502,165234,71920,47154,30323,1681,7429,NA,NA,NA,1965848
Himachal Pradesh,4. Physical Working Capital,1469568,NA,NA,63972,5953,2296,141410,1186,46274,11549,42222,33210,1015,244966,390829,34306,44709,49648,39458,33631,185223,33573,15187,17376,1025,5208,NA,NA,NA,25341
Himachal Pradesh,5. Working Capital,1640329,NA,NA,141909,8867,2404,88167,4937,41013,-580,99470,-49206,1196,221388,607590,80669,38376,45302,144671,35658,294767,10435,15571,6374,1254,3536,NA,NA,NA,-203438
Himachal Pradesh,6. Invested Capital,6345052,NA,NA,281874,15122,3014,424776,6257,69624,27918,117058,79571,20568,567025,1252715,142881,465719,116288,120987,61134,350457,105492,62341,47698,2706,12637,NA,NA,NA,1991189
Himachal Pradesh,7. Gross Value of Addition to Fixed Capital,539809,NA,NA,43017,729,61,36569,20,5896,3161,9816,4894,1911,134625,84521,41084,37843,3153,31726,3153,38200,4719,10837,2737,252,1210,NA,NA,NA,39678
Himachal Pradesh,8. Rent Paid for Fixed Assets,40395,NA,NA,1889,39,1,308,18,523,36,588,644,8,17595,4737,1285,3065,261,143,1046,3036,570,71,73,22,87,NA,NA,NA,4351
Himachal Pradesh,9. Outstanding Loan,1641718,NA,NA,474816,2923,1703,156264,80,45236,8112,49601,4225,50,60843,97167,59819,8186,47521,27592,40066,94561,6079,80270,5745,741,2769,NA,NA,NA,367349
Himachal Pradesh,10. Interest Paid,361816,NA,NA,19744,341,111,27707,7,7935,1889,5996,6491,7,6779,60762,9708,9848,10376,3552,2891,21127,4641,7814,1173,81,578,NA,NA,NA,152257
Himachal Pradesh,11. Rent Received for Fixed Assets,1774,NA,NA,15,8,0,342,0,15,2,65,10,0,189,73,328,33,7,76,501,22,2,7,50,1,4,NA,NA,NA,22
Himachal Pradesh,12. Interest Received,71389,NA,NA,12918,32,7,2493,15,175,33,1324,421,0,2098,5051,1102,787,299,1139,673,979,697,1193,94,3,48,NA,NA,NA,39806
Himachal Pradesh,13. Gross Value of Plant & Machinary,3305698,NA,NA,160435,9265,841,375129,5153,20591,15044,78333,63852,9942,360283,669383,109529,401158,72690,55837,67148,112935,61937,31737,22440,1066,4919,NA,NA,NA,596048
Himachal Pradesh,14. Value of Product and By-Product,11795153,NA,NA,588660,42631,4964,709531,6193,212242,46629,321570,272725,45762,2802799,2745465,316546,393742,404747,305656,110863,1300596,180504,183720,149404,2453,29273,NA,NA,NA,618477
Himachal Pradesh,15. Total Output,12320881,NA,NA,613059,46502,4970,756133,6293,213254,46997,323368,280392,45858,2902117,2820300,345646,405555,469949,313406,126403,1322093,187759,188272,153094,3098,30957,NA,NA,NA,715403
Himachal Pradesh,16. Fuels Consumed,438419,NA,NA,17990,2449,406,63338,153,2966,2675,13968,7505,117,37278,52109,20386,136434,23171,9230,7867,19546,3924,7037,3205,66,826,NA,NA,NA,5773
Himachal Pradesh,17. Materials Consumed,6822495,NA,NA,427744,25777,3124,510618,2479,154781,46640,227926,241978,40870,1521312,1268579,217368,110223,322880,199047,82725,1015620,130343,117930,126771,1495,20471,NA,NA,NA,5796
Himachal Pradesh,18. Total Inputs,8791845,NA,NA,500091,32579,4180,643239,2908,175707,55930,259688,263184,42500,2090737,1579696,257373,302503,416293,245730,106828,1126927,148529,137975,136261,2218,23771,NA,NA,NA,236999
Himachal Pradesh,19. Gross Value Added,3529036,NA,NA,112968,13923,790,112894,3385,37547,-8933,63680,17208,3358,811380,1240604,88273,103052,53656,67676,19575,195166,39230,50297,16833,880,7186,NA,NA,NA,478404
Himachal Pradesh,20. Depreciation,426680,NA,NA,22223,1241,88,28996,768,3542,2201,12633,6619,968,58686,78187,15092,25579,7813,10112,4769,20996,9620,5956,2269,124,1167,NA,NA,NA,107032
Himachal Pradesh,21. Net Value Added,3102355,NA,NA,90746,12682,702,83898,2618,34005,-11134,51048,10590,2391,752694,1162417,73181,77472,45843,57564,14806,174170,29610,44342,14564,756,6019,NA,NA,NA,371373
Himachal Pradesh,22. Net Fixed Capital Formation,-231250,NA,NA,14669,-1360,-28,-5552,-748,139,-996,-4310,-2618,943,21914,-35451,-2979,-3238,-10144,21078,-2268,-23604,-8325,-7756,-371,126,-668,NA,NA,NA,-179706
Himachal Pradesh,23. Gross Fixed Capital Formation,195430,NA,NA,36892,-119,61,23443,20,3681,1205,8322,4001,1910,80600,42736,12113,22342,-2331,31191,2501,-2608,1295,-1800,1898,250,499,NA,NA,NA,-72673
Himachal Pradesh,24. Addition in Stock of,16948,NA,NA,5997,386,388,-1425,-751,3323,-976,6145,-13770,5,20408,-26824,1970,1130,-850,7290,-5296,23524,51,-6919,4852,-8,31,NA,NA,NA,-1737
Himachal Pradesh,"(a) Materials, Fuels etc.",-985,NA,NA,4459,157,85,4814,-127,6258,-138,4644,-12349,72,-7989,2282,1559,-2377,1659,-1075,-5842,8469,-343,-5514,1979,-16,102,NA,NA,NA,-1755
Himachal Pradesh,(b) Semi-Finished Goods,-27197,NA,NA,-492,-18,293,693,28,-2697,11,330,-1164,-128,1128,-31145,153,2038,-1335,1616,918,3711,-626,-706,135,-36,60,NA,NA,NA,35
Himachal Pradesh, (c) Finished Goods,45130,NA,NA,2030,247,10,-6932,-652,-238,-849,1171,-257,61,27269,2039,258,1469,-1174,6749,-372,11344,1020,-699,2738,44,-131,NA,NA,NA,-17
Himachal Pradesh,25. Gross Capital Formation,212378,NA,NA,42890,267,449,22019,-731,7005,229,14467,-9768,1915,101009,15912,14084,23471,-3180,38480,-2795,20916,1347,-8720,6751,241,530,NA,NA,NA,-74410
Himachal Pradesh,26. Income,2773306,NA,NA,82046,12343,598,58718,2609,25736,-13023,45852,3886,2376,730607,1102042,63617,65380,35512,55085,12044,151008,25098,37658,13462,656,5406,NA,NA,NA,254592
Himachal Pradesh,27. Profit,2141115,NA,NA,49524,8774,237,19891,1888,17690,-15470,30304,-5056,1248,628868,882217,45028,48606,28571,42823,-2602,85429,11281,20497,6942,251,2536,NA,NA,NA,231636
Jammu & Kashmir,1. Number of Factories (no.),965,NA,NA,143,19,NA,32,9,5,28,48,11,6,155,36,55,54,83,76,8,84,5,NA,28,13,25,NA,NA,NA,42
Jammu & Kashmir,2. Factories in Operation (no.),864,NA,NA,135,19,NA,29,9,5,28,34,11,5,133,35,55,45,80,70,8,56,5,NA,28,13,24,NA,NA,NA,38
Jammu & Kashmir,3. Fixed Capital,577918,NA,NA,28824,17790,NA,47438,227,271,1203,20534,458,6748,38690,44266,45451,35333,171449,9354,1191,6074,189,NA,559,202,6549,NA,NA,NA,95120
Jammu & Kashmir,4. Physical Working Capital,328139,NA,NA,59838,6132,NA,20005,525,837,2778,1678,130,289,96315,29182,14539,13291,50403,7433,1966,6696,444,NA,1944,1738,3065,NA,NA,NA,8912
Jammu & Kashmir,5. Working Capital,318464,NA,NA,20855,-39,NA,11063,1098,261,2103,2290,147,1027,157630,21960,14502,-6868,80477,15960,-25541,20109,-1149,NA,1815,-781,3036,NA,NA,NA,-1491
Jammu & Kashmir,6. Invested Capital,906057,NA,NA,88662,23921,NA,67443,752,1108,3981,22212,588,7037,135006,73447,59990,48624,221851,16788,3156,12770,633,NA,2503,1939,9614,NA,NA,NA,104032
Jammu & Kashmir,7. Gross Value of Addition to Fixed Capital,69919,NA,NA,2015,10708,NA,18820,35,11,153,603,71,1117,3382,4894,6782,3575,10585,1712,168,337,2,NA,332,95,1306,NA,NA,NA,3217
Jammu & Kashmir,8. Rent Paid for Fixed Assets,1663,NA,NA,95,127,NA,62,3,0,14,0,14,2,281,574,66,73,137,20,17,41,0,NA,0,8,20,NA,NA,NA,108
Jammu & Kashmir,9. Outstanding Loan,248454,NA,NA,11889,10442,NA,36035,27,0,370,9020,23,697,19918,8501,5069,21724,13352,857,20392,5024,1,NA,177,4470,717,NA,NA,NA,79748
Jammu & Kashmir,10. Interest Paid,36758,NA,NA,3834,1770,NA,3388,11,40,151,5818,5,8,4143,1886,1769,3111,3970,456,198,1055,1,NA,11,15,140,NA,NA,NA,4979
Jammu & Kashmir,11. Rent Received for Fixed Assets,62,NA,NA,0,0,NA,2,0,7,0,0,0,0,1,0,0,0,4,0,1,0,0,NA,0,0,0,NA,NA,NA,47
Jammu & Kashmir,12. Interest Received,5135,NA,NA,341,44,NA,2270,8,0,18,9,0,5,221,163,285,74,771,191,11,443,9,NA,4,1,5,NA,NA,NA,262
Jammu & Kashmir,13. Gross Value of Plant & Machinary,540406,NA,NA,18719,15757,NA,66251,0,101,262,19455,491,5147,33964,41336,43478,32749,144611,10468,945,2673,301,NA,0,6,5034,NA,NA,NA,98656
Jammu & Kashmir,14. Value of Product and By-Product,2247205,NA,NA,289604,38391,NA,125287,1889,2969,6806,13631,375,17942,617574,271289,165163,65604,443737,53672,15801,56210,229,NA,2343,1784,28313,NA,NA,NA,28591
Jammu & Kashmir,15. Total Output,2406835,NA,NA,294093,43129,NA,126075,1897,2976,7152,13765,842,18058,633314,276541,170234,68036,476572,54776,16039,57391,229,NA,2343,1843,30136,NA,NA,NA,111393
Jammu & Kashmir,16. Fuels Consumed,59661,NA,NA,6216,1573,NA,9257,33,47,237,988,27,82,5020,4692,4441,7977,15436,1332,49,373,4,NA,60,32,858,NA,NA,NA,928
Jammu & Kashmir,17. Materials Consumed,1567447,NA,NA,241823,25208,NA,82130,1034,2560,5257,10300,376,16564,431582,117241,133723,33763,340856,41856,12993,44477,181,NA,428,1309,17694,NA,NA,NA,6091
Jammu & Kashmir,18. Total Inputs,1825052,NA,NA,259787,34987,NA,95531,1191,2713,5677,11983,509,17061,456094,141630,147063,51561,384367,44995,13561,46548,199,NA,1075,1466,23241,NA,NA,NA,83814
Jammu & Kashmir,19. Gross Value Added,581783,NA,NA,34306,8142,NA,30544,706,263,1475,1782,333,997,177220,134911,23171,16475,92205,9781,2478,10843,30,NA,1268,377,6895,NA,NA,NA,27579
Jammu & Kashmir,20. Depreciation,63228,NA,NA,3839,2556,NA,4762,28,57,129,2222,51,597,5303,6853,6781,6953,13696,1398,137,761,52,NA,82,26,473,NA,NA,NA,6472
Jammu & Kashmir,21. Net Value Added,518554,NA,NA,30467,5585,NA,25782,678,206,1347,-440,283,400,171917,128058,16390,9522,78508,8382,2342,10083,-22,NA,1187,350,6422,NA,NA,NA,21107
Jammu & Kashmir,22. Net Fixed Capital Formation,-7778,NA,NA,-2105,1087,NA,12186,7,-55,-6,-1680,15,3,-2319,-2025,-2231,-3304,-3424,297,28,-458,-68,NA,102,57,829,NA,NA,NA,-4712
Jammu & Kashmir,23. Gross Fixed Capital Formation,55450,NA,NA,1733,3643,NA,16948,35,2,122,542,66,600,2984,4828,4549,3649,10273,1695,164,302,-16,NA,184,84,1302,NA,NA,NA,1761
Jammu & Kashmir,24. Addition in Stock of,44618,NA,NA,17630,1288,NA,-3914,63,565,-709,-97,16,-49,11601,2868,3660,1687,13350,551,516,-3992,-30,NA,195,-266,39,NA,NA,NA,-350
Jammu & Kashmir,"(a) Materials, Fuels etc.",24408,NA,NA,12805,588,NA,-4953,52,622,-874,-134,9,-51,921,3123,2503,1198,12351,364,241,-3745,-18,NA,49,-119,-170,NA,NA,NA,-352
Jammu & Kashmir,(b) Semi-Finished Goods,2554,NA,NA,1565,237,NA,837,0,-11,69,-2,2,5,-976,634,985,87,-275,-338,-9,-435,0,NA,0,-73,176,NA,NA,NA,77
Jammu & Kashmir, (c) Finished Goods,17656,NA,NA,3260,463,NA,202,11,-46,96,39,5,-3,11656,-889,172,402,1274,525,284,188,-12,NA,146,-74,33,NA,NA,NA,-75
Jammu & Kashmir,25. Gross Capital Formation,100068,NA,NA,19362,4932,NA,13033,98,567,-587,444,81,551,14585,7695,8209,5337,23622,2247,680,-3690,-46,NA,379,-182,1341,NA,NA,NA,1410
Jammu & Kashmir,26. Income,485331,NA,NA,26880,3732,NA,24604,672,173,1199,-6249,265,395,167714,125762,14840,6411,75176,8098,2139,9430,-13,NA,1180,328,6267,NA,NA,NA,16327
Jammu & Kashmir,27. Profit,376387,NA,NA,20093,180,NA,13006,192,6,834,-7016,1,-120,154546,103439,8156,-2641,61385,5431,429,7495,-36,NA,175,-327,3600,NA,NA,NA,7559
Jharkhand,1. Number of Factories (no.),2738,NA,NA,200,20,40,4,NA,NA,32,17,30,387,83,4,55,990,358,109,NA,12,42,152,10,3,NA,22,NA,NA,170
Jharkhand,2. Factories in Operation (no.),2341,NA,NA,163,19,32,4,NA,NA,24,17,30,350,82,4,55,799,302,99,NA,11,41,118,9,3,NA,22,NA,NA,158
Jharkhand,3. Fixed Capital,7566533,NA,NA,45058,18020,488,511,NA,NA,1031,3617,12550,87285,133221,48,23187,219662,5430120,108164,NA,1909,62802,383037,516,19,NA,1165,NA,NA,1034125
Jharkhand,4. Physical Working Capital,2743019,NA,NA,54499,6964,3694,1233,NA,NA,1173,2207,2809,200500,28135,41,15978,67923,2004140,23994,NA,3620,76420,151627,676,12,NA,2112,NA,NA,95262
Jharkhand,5. Working Capital,119929,NA,NA,24043,-2465,2153,466,NA,NA,506,2425,6979,165108,51431,21,19079,60575,-489730,9150,NA,2535,73301,-2505,434,12,NA,4190,NA,NA,192220
Jharkhand,6. Invested Capital,10309552,NA,NA,99557,24984,4182,1744,NA,NA,2204,5824,15359,287784,161356,89,39165,287584,7434260,132157,NA,5530,139222,534664,1191,32,NA,3276,NA,NA,1129386
Jharkhand,7. Gross Value of Addition to Fixed Capital,1065401,NA,NA,4424,5131,8,78,NA,NA,58,2282,1582,11477,10522,0,7756,45054,728588,2575,NA,107,6608,87966,18,0,NA,81,NA,NA,151086
Jharkhand,8. Rent Paid for Fixed Assets,46533,NA,NA,340,19,28,28,NA,NA,1,50,284,15787,1066,0,58,1025,25290,122,NA,19,739,657,8,0,NA,12,NA,NA,1000
Jharkhand,9. Outstanding Loan,3198887,NA,NA,33171,8855,186,7,NA,NA,388,4486,269,12792,16731,352,12979,54217,2259868,8528,NA,1018,33386,42726,189,1,NA,884,NA,NA,707854
Jharkhand,10. Interest Paid,545879,NA,NA,6159,1541,22,95,NA,NA,68,728,504,5557,3008,2,1075,7124,397404,12929,NA,272,7419,9227,10,0,NA,461,NA,NA,92276
Jharkhand,11. Rent Received for Fixed Assets,11963,NA,NA,17,15,0,1,NA,NA,0,2,0,30,167,0,108,47,10765,0,NA,0,31,2,0,0,NA,0,NA,NA,779
Jharkhand,12. Interest Received,20650,NA,NA,668,24,3,16,NA,NA,1,36,43,575,1423,0,257,436,10914,301,NA,24,587,2514,5,0,NA,42,NA,NA,2782
Jharkhand,13. Gross Value of Plant & Machinary,8497300,NA,NA,30196,18130,702,1375,NA,NA,103,2517,12617,110504,175194,0,24294,220573,6121097,87383,NA,822,78215,513332,272,0,NA,3461,NA,NA,1096513
Jharkhand,14. Value of Product and By-Product,11217246,NA,NA,249822,30672,24342,5056,NA,NA,1945,3810,23954,642126,196417,190,111106,498738,6882746,139640,NA,10155,213933,1558741,4422,49,NA,2550,NA,NA,616833
Jharkhand,15. Total Output,12108719,NA,NA,259768,35679,24874,6062,NA,NA,2042,5965,64500,659701,204030,190,114610,523546,7364740,163106,NA,10796,258129,1638919,4512,55,NA,10031,NA,NA,757464
Jharkhand,16. Fuels Consumed,1026622,NA,NA,8266,2645,140,344,NA,NA,79,372,1558,20248,36442,1,3561,46853,797899,9160,NA,122,4647,37112,63,2,NA,500,NA,NA,56609
